2026-08-24T23:32:48+0800,17427, 63726, 0, 48.35
2026-08-24T23:32:58+0800,17427, 63726, 0, 48.29
2026-08-24T23:33:08+0800,17850, 63302, 0, 48.86
2026-08-24T23:33:19+0800,25966, 55186, 95, 72.09
2026-08-24T23:33:29+0800,32220, 48932, 0, 48.35
2026-08-24T23:33:39+0800,53838, 27314, 0, 48.35
2026-08-24T23:33:50+0800,56334, 24818, 4, 48.38
2026-08-24T23:34:00+0800,57666, 23486, 13, 49.34
2026-08-24T23:34:11+0800,57666, 23486, 13, 49.76
2026-08-24T23:34:21+0800,57666, 23486, 20, 49.76
2026-08-24T23:34:31+0800,57668, 23484, 21, 83.76
2026-08-24T23:34:42+0800,57668, 23484, 23, 64.54
2026-08-24T23:34:52+0800,32972, 48180, 0, 48.86
2026-08-24T23:35:02+0800,30204, 50948, 47, 66.33
2026-08-24T23:35:13+0800,30204, 50948, 14, 65.87
2026-08-24T23:35:23+0800,30204, 50948, 0, 49.30
2026-08-24T23:35:33+0800,55436, 25716, 89, 201.07
2026-08-24T23:35:44+0800,58112, 23040, 27, 60.68
2026-08-24T23:35:54+0800,58114, 23038, 23, 123.66
2026-08-24T23:36:04+0800,58116, 23036, 25, 82.83
2026-08-24T23:36:15+0800,58116, 23036, 18, 61.53
2026-08-24T23:36:25+0800,39500, 41652, 98, 75.79
2026-08-24T23:36:35+0800,43842, 37310, 87, 235.78
2026-08-24T23:36:45+0800,30276, 50876, 0, 54.54
2026-08-24T23:36:56+0800,55196, 25956, 87, 237.53
2026-08-24T23:37:06+0800,56568, 24584, 31, 170.74
2026-08-24T23:37:17+0800,56568, 24584, 24, 67.74
2026-08-24T23:37:27+0800,45392, 35760, 95, 234.05
2026-08-24T23:37:37+0800,35432, 45720, 10, 71.54
2026-08-24T23:37:47+0800,54902, 26250, 24, 70.64
2026-08-24T23:37:58+0800,42216, 38936, 100, 250.75
2026-08-24T23:38:08+0800,54630, 26522, 18, 90.35
2026-08-24T23:38:18+0800,54630, 26522, 16, 64.89
2026-08-24T23:38:28+0800,31814, 49338, 3, 213.64
2026-08-24T23:38:39+0800,44582, 36570, 92, 240.76
2026-08-24T23:38:49+0800,35262, 45890, 100, 225.96
2026-08-24T23:38:59+0800,35860, 45292, 100, 210.21
2026-08-24T23:39:10+0800,35860, 45292, 100, 207.64
2026-08-24T23:39:20+0800,35862, 45290, 100, 212.63
2026-08-24T23:39:30+0800,35864, 45288, 100, 231.24
2026-08-24T23:39:41+0800,35864, 45288, 97, 223.18
2026-08-24T23:39:51+0800,35866, 45286, 100, 230.32
2026-08-24T23:40:03+0800,35868, 45284, 100, 216.12
2026-08-24T23:40:13+0800,35868, 45284, 96, 249.65
2026-08-24T23:40:24+0800,35870, 45282, 100, 198.15
2026-08-24T23:40:34+0800,35870, 45282, 100, 285.48
2026-08-24T23:40:44+0800,35872, 45280, 100, 226.42
2026-08-24T23:40:55+0800,35874, 45278, 100, 258.79
2026-08-24T23:41:05+0800,35874, 45278, 100, 250.83
2026-08-24T23:41:15+0800,35876, 45276, 99, 234.05
2026-08-24T23:41:26+0800,35876, 45276, 100, 215.62
2026-08-24T23:41:36+0800,35878, 45274, 100, 215.21
2026-08-24T23:41:46+0800,35880, 45272, 100, 237.16
2026-08-24T23:41:57+0800,35880, 45272, 100, 201.99
2026-08-24T23:42:08+0800,35882, 45270, 100, 213.36
2026-08-24T23:42:18+0800,35882, 45270, 100, 220.83
2026-08-24T23:42:28+0800,35884, 45268, 100, 212.99
2026-08-24T23:42:39+0800,35884, 45268, 100, 248.98
2026-08-24T23:42:49+0800,35886, 45266, 100, 233.78
2026-08-24T23:42:59+0800,35888, 45264, 98, 210.07
2026-08-24T23:43:10+0800,35888, 45264, 100, 247.47
2026-08-24T23:43:20+0800,35890, 45262, 100, 216.77
2026-08-24T23:43:31+0800,35890, 45262, 100, 229.42
2026-08-24T23:43:41+0800,35892, 45260, 100, 222.88
2026-08-24T23:43:51+0800,35894, 45258, 100, 247.47
2026-08-24T23:44:02+0800,32292, 48860, 0, 66.29
2026-08-24T23:44:12+0800,55024, 26128, 68, 159.53
2026-08-24T23:44:22+0800,69252, 11900, 67, 278.93
2026-08-24T23:44:32+0800,69252, 11900, 65, 213.64
2026-08-24T23:44:43+0800,69252, 11900, 94, 187.13
2026-08-24T23:44:53+0800,76736, 4416, 87, 142.62
2026-08-24T23:45:04+0800,62346, 18806, 76, 196.43
2026-08-24T23:45:14+0800,62346, 18806, 66, 212.99
2026-08-24T23:45:25+0800,62346, 18806, 49, 216.90
2026-08-24T23:45:35+0800,62346, 18806, 65, 217.19
2026-08-24T23:45:45+0800,62792, 18360, 95, 172.25
2026-08-24T23:45:55+0800,62792, 18360, 81, 137.55
2026-08-24T23:46:06+0800,42972, 38180, 29, 97.77
2026-08-24T23:46:16+0800,66358, 14794, 22, 65.83
2026-08-24T23:46:27+0800,66358, 14794, 14, 84.71
