2026-08-24T22:22:13+0800,17427, 63726, 0, 46.98
2026-08-24T22:22:18+0800,17427, 63726, 0, 46.98
2026-08-24T22:22:23+0800,17427, 63726, 0, 46.95
2026-08-24T22:22:29+0800,17427, 63726, 0, 46.95
2026-08-24T22:22:34+0800,17427, 63726, 0, 46.95
2026-08-24T22:22:39+0800,17427, 63726, 0, 46.98
2026-08-24T22:22:45+0800,17427, 63726, 0, 46.98
2026-08-24T22:22:50+0800,25586, 55566, 1, 51.64
2026-08-24T22:22:55+0800,56376, 24776, 0, 46.95
2026-08-24T22:23:01+0800,56402, 24750, 0, 46.95
2026-08-24T22:23:06+0800,56416, 24736, 11, 46.98
2026-08-24T22:23:11+0800,56434, 24718, 0, 46.95
2026-08-24T22:23:18+0800,48128, 33024, 0, 59.69
2026-08-24T22:23:23+0800,48128, 33024, 0, 46.95
2026-08-24T22:23:28+0800,48128, 33024, 0, 46.98
2026-08-24T22:23:34+0800,54312, 26840, 0, 47.01
2026-08-24T22:23:39+0800,54312, 26840, 0, 46.98
2026-08-24T22:23:44+0800,56110, 25042, 0, 47.38
2026-08-24T22:23:50+0800,62196, 18956, 0, 46.98
2026-08-24T22:23:56+0800,65240, 15912, 7, 46.98
2026-08-24T22:24:02+0800,62212, 18940, 21, 59.23
2026-08-24T22:24:08+0800,52408, 28744, 0, 46.98
2026-08-24T22:24:13+0800,57520, 23632, 8, 49.30
2026-08-24T22:24:18+0800,62214, 18938, 21, 62.63
2026-08-24T22:24:24+0800,55508, 25644, 2, 65.78
2026-08-24T22:24:29+0800,62216, 18936, 18, 60.16
2026-08-24T22:24:35+0800,81032, 120, 0, 60.60
